X1	X2	X3
Trump	2016-03-03 03:18:30	Millions of dollars being spent on false TV ads by special interest groups who own Rubio &amp; Cruz.When you see them think of your puppet POLS
Staff	2016-03-03 20:14:34	THANK YOU PORTLAND, Maine! #MakeAmericaGreatAgain #Trump2016 https://t.co/6lMFR6z8xO https://t.co/eKGxNbG6wD
Trump	2016-06-02 05:11:16	"""@SCPioneer: @stockdaleism @JamesRosenFNC @FoxNews @realDonaldTrump Not for slackers! Happy w/courses I took."" Thanks."
Trump	2016-05-15 19:26:45	The media is really on a witch-hunt against me. False reporting, and plenty of it - but we will prevail!
Trump	2016-07-24 11:16:15	The Crooked Hillary V.P. choice is VERY disrespectful to Bernie Sanders and all of his supporters. Just another case of BAD JUDGEMENT by H!
Staff	2016-02-16 03:53:29	What a night! 10,000 amazing supporters in Greenville, South Carolina! THANK YOU! VOTE on Saturday! #VoteTrumpSC https://t.co/jXYLRDayB7
Trump	2016-07-23 22:11:11	"""@OliMauritania: @realDonaldTrump Kaine supported the stupidest deal in the history of deals https://t.co/0FFeKTsuJn #HillaryKaine2016"""
Trump	2016-02-26 13:56:30	I will be making a speech at 12:00 in Fort Worth, Texas. Really big crowd expected. Will be talking about the debate last night-plus, plus!
Staff	2016-04-26 18:12:15	Lets #MakeAmericaGreatAgain, Maryland! #VoteTrump  https://t.co/ZttNAmk1QS
Staff	2016-05-10 15:19:11	NEBRASKA #VoteTrump TODAY! #MakeAmericaGreatAgain #Trump2016 https://t.co/hGbesTbQci
Trump	2016-07-23 03:23:15	Is it the same Kaine that took hundreds of thousands of dollars in gifts while Governor of Virginia and didn't get indicted while Bob M did?
Trump	2016-05-20 09:47:09	Crooked Hillary has zero imagination and even less stamina. ISIS, China, Russia and all would love for her to be president. 4 more years!
Staff	2016-07-19 00:21:49	Will be on @OreillyFactor tonight at 8:30pm @FoxNews- prior to Melania's speech at the #GOPConvention. Tune in- she will do great! #RNCinCLE
Staff	2016-06-16 16:59:00	"""Donald Trumps Speech Is a Game Changer."" https://t.co/VXjtSivvuU https://t.co/J777QHdYa3"
Trump	2016-05-18 00:57:16	Will go back on for a final question now!
Staff	2016-05-01 21:31:05	Thank you Fort Wayne, Indiana! #Trump2016 #INPrimary https://t.co/mDGrmMmk5T
Trump	2016-07-23 14:51:32	Crooked Hillary Clinton has destroyed jobs and manufacturing in Pennsylvania. Against steelworkers and miners. Husband signed NAFTA.
Trump	2016-07-24 13:30:59	Sorry folks, but Bernie Sanders is exhausted, just can't go on any longer. He is trying to dismiss the new e-mails and DNC disrespect. SAD!
Trump	2016-05-06 10:14:56	Unlike crooked Hillary Clinton, who wants to destroy all miners, I want wages to go up in America. We will do so by bringing back jobs!
Staff	2016-01-16 18:23:26	When will @TedCruz give all the New York based campaign contributions back to the special interests that control him.
Staff	2016-05-26 18:59:12	Thank you Mr. &amp; Mrs. @TomBarrackJr for the wonderful and magical evening last night. It will not be forgotten. #Trump2016
Trump	2016-07-07 18:07:28	Just leaving D.C. Had great meetings with Republicans in the House and Senate. Very interesting day! These are people who love our country!
Trump	2016-06-09 00:49:22	"""@nauthizjane: @realDonaldTrump Congratulations Mr. Trump.""  Thank you!"
Trump	2016-02-26 12:28:58	"""@tdltdltdltdl:  Marco Cruz and Ted Rubio (easy to get the two politicians confused) looked like desperate, panicked DC insiders tonight"""
Staff	2016-02-27 02:08:18	What I would do on my first day in office. #MakeAmericaGreatAgain Watch: https://t.co/DhANDG8uBd https://t.co/SzdZzYOnDG
Trump	2016-06-08 12:44:26	"""@lovusa4: @RichardWeaving Why @foxandfriends @NewDay WHERE IS THE REPORTING @realDonaldTrump &lt;MOST VOTES FOR PRESIDENT IN HISTORY OF USA"""
Staff	2016-07-07 20:06:17	#MakeAmericaGreatAgain  https://t.co/fxlVgfAA1l
Staff	2016-05-22 19:38:18	Crooked Hillary wants a radical 500% increase in Syrian refugees. We can’t allow this. Time to get smart and protect America!
Staff	2016-03-07 22:48:21	Thank you Idaho! I love your potatoes-  nobody grows them better. As  President, I will protect your market. https://t.co/kqx8un1jnw
Staff	2016-04-26 18:02:10	Lets go Pennsylvania! #VoteTrump  https://t.co/TWQM8AV9p4
Staff	2016-07-27 18:23:14	"""Trump right: Illegal families crossing border set to double, 51,152 so far"" https://t.co/1noCe9W6Ru"
Trump	2016-02-23 02:27:20	A big fat hit job on @oreillyfactor tonight. A total waste of time to watch, boring and biased. @brithume said I would never run, a dope!
Staff	2016-06-25 15:07:32	On the 13th tee box @TrumpScotland with my grand daughter, Kai! @DonaldJTrumpJr https://t.co/7ii4KUfsab
Staff	2016-08-02 02:22:42	Great afternoon in Ohio &amp; a great evening in Pennsylvania - departing now. See you tomorrow Virginia! https://t.co/jQTQYBFpdb
Trump	2016-06-08 12:00:55	"""@southpaw816: @SenSanders fans, greatest way to get even with her Highness - vote for @realDonaldTrump, at least you'll have a job."
Staff	2016-02-26 16:16:14	Lightweight choker Marco Rubio looks like a little boy on stage. Not presidential material!
Trump	2016-07-31 03:32:40	Nielson Media Research final numbers on ACCEPTANCE SPEECH: TRUMP  32.2 MILLION.  CLINTON 27.8 MILLION.  Thank you!
Trump	2016-01-28 04:26:38	"""@creta_r: @realDonaldTrump Looking forward to watching Donald Trump rally Thursday night on CNN!!"""
Trump	2016-02-09 21:40:19	"ISIS is making big threats today - no respect for U.S.A. or our ""leader"" - If I win it will be a very different story,with very fast results"
Trump	2016-05-30 11:00:47	In getting the endorsement of the 16,500 Border Patrol Agents (thank you), the statement was made that the WALL was very necessary!
Staff	2016-03-22 19:04:07	#ArizonaPrimary message from @IvankaTrump! #AZPrimary #MakeAmericaGreatAgain #Trump2016 https://t.co/WzTDekWJAQ
Trump	2016-07-27 13:01:03	Not one American flag on the massive stage at the Democratic National Convention until people started complaining-then a small one. Pathetic
Trump	2016-06-10 15:55:55	Heading to D.C. to speak at Faith and Freedom Coalition and visit OPO.
Staff	2016-07-01 17:07:52	Thank you for your support! We will MAKE AMERICA SAFE AND GREAT AGAIN! #ImWithYou #AmericaFirst https://t.co/ravfFT5UBE
Staff	2016-07-29 16:59:58	In Hillary Clinton's America - things get worse. #TrumpPence16 https://t.co/WdHbnhhCbW
Staff	2016-07-25 21:32:59	Clinton betrayed Bernie voters. Kaine supports TPP, is in pocket of Wall Street, and backed Iraq War.
Trump	2016-03-03 11:30:35	I have brought millions of people into the Republican Party, while the Dems are going down. Establishment wants to kill this movement!
Trump	2016-07-30 16:29:17	Just got back from Colorado. The love and enthusiasm at two rallies was incredible. Big crowds!
Trump	2016-07-24 22:16:59	The Democrats are in a total meltdown but the biased media will say how great they are doing! E-mails say the rigged system is alive &amp; well!
Staff	2016-01-16 18:31:39	Departing NH now- great morning with record crowd in Portsmouth- in a snow storm! Thank you! https://t.co/m98wooUwsG https://t.co/izBMhEZolh
Staff	2016-05-11 01:04:26	Thank you Nebraska! #MakeAmericaGreatAgain #Trump2016 https://t.co/RRma61oisz
Trump	2016-07-30 22:18:58	Wow, NATO's top commander just announced that he agrees with me that alliance members must PAY THEIR BILLS. This is a general I will like!
Trump	2016-02-21 16:04:46	Thank you South Carolina!  https://t.co/U1HoDmuuH3
Staff	2016-04-26 18:05:25	Thank you for a great day yesterday, Rhode Island! #VoteTrump https://t.co/nAlgNIIdyo
Trump	2016-07-17 18:41:24	"""@60Minutes: DonaldTrump and his running mate @Mike_Pence to appear on #60Minutes in first joint interview. CBS https://t.co/lZH7qw9qmu"""
Trump	2016-06-28 19:24:43	"""@arnold_ziffel: @AnnCoulter also can't help but notice the stock market's reaction as @realDonaldTrump was speaking. #UPUPUP"""
Staff	2016-07-12 12:57:18	This election is a choice between law, order &amp; safety - or chaos, crime &amp; violence. I will make America safe again for everyone. #ImWithYou
Trump	2016-06-09 01:49:25	"""@KathyCeurter: @realDonaldTrump please Mr.Trump make @SenatorJeffSessions your VP. He is a perfect running mate.""  He is a great guy!"
Trump	2016-07-31 20:31:06	"""@RealJamesWoods:  Without absolutely OWNING the liberal media, HillaryClinton wouldn't stand a chance. #VoterFraud and #MSM her only hope."""
Trump	2016-05-31 16:57:17	So many veterans groups are beyond happy with all of the money I raised/gave! It was my great honor - they do an amazing job.
Staff	2016-05-01 16:29:26	I am on @FoxNewsSunday with Chris Wallace- his 20th year anniversary with #FNS, throughout the day. Enjoy! https://t.co/hDzdDpZiRx
Trump	2016-07-17 11:55:21	As the days and weeks go by,  we see what a total mess our country (and world) is in - Crooked Hillary Clinton led Obama into bad decisions!
Trump	2016-07-17 12:24:04	If Goofy Elizabeth Warren, a very weak Senator, didn't lie about her heritage (being Native American) she would be nothing today. Pick her H
Trump	2016-03-24 11:47:26	N.A.T.O. is obsolete and must be changed to additionally focus on terrorism as well as some of the things it is currently focused on!
Trump	2016-05-18 02:14:51	"""@michael_favreau: @JIS3 @realDonaldTrump He will destroy Hillary but why give CNN record breaking ratings CNN can go to hell. Trump 2016"""
Staff	2016-07-01 12:12:48	Take a look at what happened w/ Bill Clinton. The system is totally rigged. Does anybody really believe that meeting was just a coincidence?
Trump	2016-07-10 18:58:10	I heard that the underachieving John King of @CNN on Inside Politics was one hour of lies. Happily, few people are watching - dead network!
Trump	2016-03-22 11:11:53	"""@MyPresidentme: Here's Trump #AIPAC2016 in case anyone missed it. It is a must watch. https://t.co/cGCIYE7yZB"""
Trump	2016-05-04 10:12:54	I will be interviewed on @foxandfriends at 7:30 A.M. Enjoy!
Staff	2016-02-15 20:23:12	RESPONSE TO THE LIES OF SENATOR CRUZ: https://t.co/9PGo56YTqt #Trump2016 #VoteTrumpSC
Trump	2016-05-18 04:22:01	Paul Begala, the dopey @CNN flunky and head of the Pro-Hillary Clinton Super PAC, has knowingly committed fraud in his first ad against me.
Trump	2016-06-17 10:09:42	"""@VoteTrumpMAGA: The media attack on @realDonaldTrump is relentless. They are desperate. But, they keep #Trump in the news - a good thing."
Staff	2016-08-01 22:54:27	During the GOP convention, CNN cut away from the victims of illegal immigrant violence. They don’t want them heard. https://t.co/EHRiLkQDWD
Trump	2016-07-17 13:09:02	The ratings at @FoxNews blow away the ratings of @CNN - not even close. That's because CNN is the Clinton News Network and people don't like
Trump	2015-12-25 21:42:39	.@chucktodd is so dishonest in his reporting...and to think he was going off the air until I came along-no ratings. I will beat Hillary!
Staff	2016-05-21 20:13:08	Thank you to all of the men and women who have served our country. You are our true heroes! #ArmedForcesDay https://t.co/A3Wus0cRIO
Staff	2016-04-14 17:55:23	Join me on Saturday- in Syracuse, New York! #NYPrimary #Trump2016 https://t.co/F6JkPKb1hn https://t.co/yfJZUlDdCM
Staff	2016-07-18 23:04:11	#MakeAmericaSafeAgain! #GOPConvention #RNCinCLE  https://t.co/QniZIsGrG8 https://t.co/Kvq6r6WkQ1
Trump	2016-05-18 00:56:35	"""@jrector34: @realDonaldTrump Amazing job"""
Staff	2016-02-08 19:47:18	Now that Bush has wasted $120 million of special interest money on his failed campaign, he says he would end super PACs. Sad!
Staff	2016-07-27 16:16:02	If Russia or any other country or person has Hillary Clinton's 33,000 illegally deleted emails, perhaps they should share them with the FBI!
Trump	2016-07-23 10:31:18	The Bernie Sanders supporters are furious with the choice of Tim Kaine, who represents the opposite of what Bernie stands for. Philly fight?
Trump	2016-07-10 12:02:02	Look what is happening to our country under the WEAK leadership of Obama and people like Crooked Hillary Clinton. We are a divided nation!
Staff	2016-04-03 18:05:32	Thank you Miss Katie's Diner! #MakeAmericaGreatAgain #Trump2016 https://t.co/oYpUYJmpKI https://t.co/uTSIiVqPkT
Trump	2016-07-17 03:39:09	Thank you to Jack Morgan, Tamara Neo, Cheryl Ann Kraft and all of my friends and supporters in Virginia. GREAT JOB!
Staff	2016-03-11 16:44:32	"Dr. Ben Carson- I concur.   ""I believe in God who can change people- he can make any of us better."" @RealBenCarson"
Trump	2016-03-08 20:57:48	The negative television commercials about me, paid for by the politicians bosses, are a total #Mediafraud. When you watch, remember!
Staff	2016-04-12 10:13:02	WOW, great new poll- New York! Thank you for your support! #Trump2016 #NewYorkValues https://t.co/kuvCXJXjcr https://t.co/WSVmdI8vfZ
Trump	2016-03-16 00:09:08	Watching other networks and local news. Really good night! Crazy @megynkelly is unwatchable.
Staff	2016-01-23 02:08:41	Is Cruz honest? He is in bed w/ Wall St. &amp; is funded by Goldman Sachs/Citi, low interest loans. No legal disclosure &amp; never sold off assets.
Staff	2016-03-11 05:56:24	Thank you America! #Trump2016 #MakeAmericaGreatAgain https://t.co/8B0J8Xt3dh
Staff	2016-07-06 00:52:40	My son, @EricTrump will be interviewed by @SeanHannity tonight at 10pm on @FoxNews. Enjoy!
Trump	2016-03-24 15:39:16	Explain how the women on The View, which is a total disaster since the great Barbara Walters left, ever got their jobs. @abc is wasting time
Trump	2016-06-28 19:26:42	"""@bluedogdemky: @CWAUnion @iowa_trump @RichardTrumka @AFLCIO This is why I would think the unions would support @realDonaldTrump for #POTUS"""
Staff	2016-02-09 14:21:19	Thank you for a great night at the Verizon Wireless Arena- New Hampshire! #VoteTrumpNH #MakeAmericaGreatAgain #FITN https://t.co/pbt7gDaw7y
Trump	2016-07-27 12:57:20	"Our not very bright Vice President, Joe Biden, just stated that I wanted to ""carpet bomb"" the enemy. Sorry Joe, that was Ted Cruz!"
Trump	2016-02-26 14:02:29	Have a good chance to win Texas on Tuesday. Cruz is a nasty guy, not one Senate endorsement and, despite talk, gets nothing done. Loser!
Trump	2016-03-15 15:03:34	Ohio is losing jobs to Mexico, now losing Ford (and many others). Kasich is weak on illegal immigration. We need strong borders now!
Trump	2016-06-29 14:37:37	Just watched Senator John Barrasso on @FoxNews - He was great! Thank you John.
Trump	2016-05-30 11:20:38	"""@NBCDFW: Trump rallies veterans at annual Rolling Thunder Gathering https://t.co/b08FcMlgkr https://t.co/RCDeLvHQqD"""
Staff	2016-03-09 21:46:12	Phony Club For Growth tried to shake me down for one million dollars, &amp; is now putting out nasty negative ads on me. They are total losers!
Staff	2016-03-20 03:06:21	THANK YOU ARIZONA! Get out and #VoteTrump on Tuesday! #AZPrimary  #MakeAmericaGreatAgain #Trump2016 https://t.co/5itxkQxrLF
Trump	2016-03-20 19:10:55	So the highly overrated anchor, @megynkelly, is allowed to constantly say bad things about me on her show, but I can't fight back? Wrong!
Trump	2016-06-08 11:45:33	"""@WolfStopper: Gee ... Does this make @realDonaldTrump right one more time? https://t.co/zjWKGMDgzi"""
Trump	2016-05-20 23:36:17	@montgomeriefdn  Colin, great to have you at Trump Turnberry. So proud of you and your GREAT playing! You made winning MAJORS look easy!
Trump	2016-04-19 23:51:21	"""@keksec__org: @realDonaldTrump Your policies will make this state and country great again! #MakeAmericaGreatAgain https://t.co/SWxV3YCbqb"""
Trump	2016-06-01 22:16:36	Crooked Hillary Clinton is a fraud who has put the public and country at risk by her illegal and very stupid use of e-mails. Many missing!
Trump	2016-03-17 13:22:07	Please explain to the dummies at the @WSJ  Editorial Board that I love to debate and have won, according to Drudge etc., all 11 of them!
Trump	2016-04-04 03:13:47	A great day in Wisconsin, many stops, many great people! Melania is joining me on Monday. Big crowds. MAKE AMERICA GREAT AGAIN!
Trump	2016-01-28 11:37:26	"""@HenryOray: @CNNPolitics @tedcruz @realDonaldTrump is fighting corruption. Big donors took over Cruz. No to Donors"""
Trump	2016-05-18 03:24:48	Congratulations to THE MOVEMENT, we have just won THE GREAT STATE OF OREGON. The vote percentage is even higher than anticipated! Thank you.
Trump	2016-07-24 20:45:31	The @CNN panels are so one sided, almost all against Trump. @FoxNews is so much better and the ratings are much higher. Don't watch CNN!
Staff	2016-08-04 22:42:13	Thank you Portland, Maine!  #MakeAmericaGreatAgain  https://t.co/oVfF28rWL5 https://t.co/RhblAXkNPw
Trump	2016-07-23 03:56:38	"""@Theresa_Cali: @realDonaldTrump General Michael Flynn will make a great Secretary of Defense when you become POTUS! #MakeAmericaSafeAgain"""
Trump	2016-06-23 13:13:22	"Thank you to Donald Rumsfeld for the endorsement. Very much appreciated. Clinton's conduct has been ""disqualifying."""
Trump	2016-05-04 10:09:36	I will be interviewed on @TODAYshow and Good Morning America at 7:00 A.M.
Trump	2016-05-21 01:56:44	Crooked Hillary is spending tremendous amounts of Wall Street money on false ads against me. She is a very dishonest person!
Staff	2016-03-08 02:54:34	People forget, it was Club for Growth that asked me for $1 million. I said no &amp; they went negative. Extortion! https://t.co/oq8jmoep7i
Staff	2016-07-11 19:51:29	Thoughts and prayers with the victims, and their families- along with everyone at the Berrien County Courthouse in St. Joseph, Michigan.
Staff	2016-08-04 15:17:01	Looking forward to IA &amp; WI with Gov. Pence, tomorrow. Join us! #MAGA https://t.co/3Hcnzj0Slx https://t.co/sEwLWkn1Sz https://t.co/0Ei3EdQdXB
Trump	2016-03-02 12:16:08	"""@danpfeiffer: For the record, most Democrats would much rather face Cruz than Trump""  So true!"
Trump	2016-01-23 14:45:31	.@AnnCoulter has been amazing. We will win and establish strong borders, we will build a WALL and Mexico will pay. We will be great again!
Staff	2016-08-07 02:19:37	Thank you Windham, New Hampshire! #TrumpPence16 #MAGA https://t.co/ZL4Q01Q49s
Trump	2016-02-27 04:53:34	"""@itsblakec: @realDonaldTrump Trump is a genius. Rubio and Cruz are not. I want a brilliant mind to run this country."""
Trump	2016-03-03 03:05:35	Because of me, the Republican Party has taken in millions of new voters, a record. If they are not careful, they will all leave. Sad!
Trump	2016-06-26 11:36:14	Clinton is trying to wash away her bad judgement call on BREXIT with big dollar ads. Disgraceful!
Trump	2016-01-23 13:35:35	"""@noamscheiber: Dow down almost 2000 pts since start of year, but still outperforming Wall Street's investment in Jeb. JEB wants Common Core"
Trump	2016-07-26 22:47:28	In order to try and deflect the horror and stupidity of the Wikileakes disaster, the Dems said maybe it is Russia dealing with Trump. Crazy!
Staff	2016-08-02 01:33:45	Vast numbers of manufacturing jobs in Pennsylvania have moved to Mexico and other countries. That will end when I win!
Staff	2016-01-27 21:21:04	I am self funding my campaign so I do not owe anything to lobbyists &amp; special interests. https://t.co/QYcedgsoV3 https://t.co/5f7zFDiVsN
Trump	2016-06-06 13:42:53	A massive blow to Obama's message - only 38,000 new jobs for month in just issued jobs report. That's REALLY bad!
Trump	2016-07-29 16:56:30	The dishonest media didn't mention that Bernie Sanders was very angry looking during Crooked's speech. He wishes he didn't make that deal!
Staff	2016-03-02 04:05:52	Thank you Arkansas! #Trump2016 #SuperTuesday
Staff	2016-03-11 23:03:01	Great news! Thank you Governor Ralph DLG Torres! #Trump2016  https://t.co/hXwAK3iyPk
Trump	2016-07-06 13:08:44	I made a lot of money in Atlantic City and left 7 years ago, great timing (as all know). Pols made big mistakes, now many bankruptcies.
Trump	2016-07-04 13:42:16	Dishonest media is trying their absolute best to depict a star in a tweet as the Star of David rather than a Sheriff's Star, or plain star!
Staff	2016-06-14 00:20:57	Join me in Atlanta on Wednesday- at noon! #Trump2016 Tickets: https://t.co/1JJ2Kn0ani https://t.co/cyARlHSEFU
Trump	2016-04-09 02:33:07	"""@RepaloneLori: @realDonaldTrump @kirstiealley we love you and know you will do an awesome job! Saw you in bethpage !! ������"" Thank you."
Staff	2016-07-12 17:04:19	To all the Bernie voters who want to stop bad trade deals &amp; global special interests, we welcome you with open arms. People first.
Trump	2016-06-30 01:46:50	"""@Gengm7: @jakeda @realDonaldTrump As of April this year, Hillary had spent $264,000,000 on her campaign Mr.Trump $55,000,000. self funding"""
Staff	2016-05-18 17:47:19	Thank you Louisiana! #Trump2016 https://t.co/u8hhrRRFMp
Trump	2016-04-16 12:00:26	I will be interviewed on @foxandfriends at 9:00 A.M. I will be talking about the rigged and boss controlled Republican primaries!
Trump	2016-07-08 01:52:04	After today, Crooked Hillary can officially be called Lyin' Crooked Hillary.
Trump	2016-01-08 15:57:17	Hank Greenberg, formerly of AIG, gave $10 million to the @JebBush campaign 3 months ago. He is not happy, a total waste of money!
Staff	2016-02-26 20:52:02	They don't like Rubio in Florida- he left them high &amp; dry. Doesn't even show up for votes!
Trump	2015-12-26 13:00:26	The Phoenix V.A., it has just been reported, is in worse shape than ever before. The wait is horrendous, and people are dying. I will fix it
Trump	2016-03-08 15:23:49	MAKE AMERICA GREAT AGAIN!
Staff	2016-06-07 22:45:26	Thank you! Together we will #MakeAmericaGreatAgain! https://t.co/7Jk6voyzue
Staff	2016-01-23 01:33:17	The only reason irrelevant @GlennBeck doesn't like me is I refused to do his failing show - asked many times. Very few listeners - sad!
Trump	2016-05-15 11:32:14	Why doesn't the failing @nytimes write the real story on the Clintons and women? The media is TOTALLY dishonest!
Trump	2015-12-25 21:49:30	The same people that said I wouldn't run, or that I wouldn't lead or do well (1st place and leading by 21%), now say I won't beat Hillary.
Trump	2016-07-27 02:08:50	I hate to say it, but the Republican Convention was far more interesting (with a much more beautiful set) than the Democratic Convention!
Staff	2016-02-08 19:43:20	Today's third stop- Londonderry, New Hampshire! Thank you! #FITN #VoteTrumpNH https://t.co/pRpcxaZ7ov
Staff	2016-08-05 02:19:22	President Obama refuses to answer question about Iran terror funding.  I won't dodge questions as your President. https://t.co/jsAMGO3s4P
Staff	2016-03-08 17:46:01	#VoteTrumpID! #Trump2016 https://t.co/c6NHn6d6jX
Trump	2016-07-25 14:01:25	The State of Florida is so embarrassed by the antics of Crooked Hillary Clinton and Debbie Wasserman Schultz that they will vote for CHANGE!
Trump	2016-02-23 00:19:37	I will be on @seanhannity tonight- from Las Vegas, Nevada at 10pmE. Enjoy! #Hannity #Trump2016 https://t.co/mx5rxf4oHl
Trump	2016-05-30 21:45:09	I have a judge in the Trump University civil case, Gonzalo Curiel (San Diego), who is very unfair. An Obama pick. Totally biased-hates Trump
Staff	2016-03-08 17:52:32	Hawaii: https://t.co/MnIlk2l9hP Idaho: https://t.co/7y5RxLpZRQ Mississippi: https://t.co/n43cPeJIqa Michigan: https://t.co/GL5JiZbqIc
Trump	2016-04-10 03:10:16	"""@becker_berta: @vivhall3 @Reince Millions more will burn their Republican registration if GOP continues to subvert the will of the people."""
Trump	2016-06-04 12:49:18	"""@Don_Vito_08: Thank You Mr. Trump for Standing up for Our Country! #VoteTrump2016 JOIN ME ON THE #TrumpTrain�� https://t.co/zgopGvSEen"""
Staff	2016-03-22 12:04:43	Do you all remember how beautiful and safe a place Brussels was. Not anymore, it is from a different world! U.S. must be vigilant and smart!
Staff	2016-07-07 20:04:58	Thank you Rep. Collins! #Trump2016 https://t.co/zkmPywMDxg
Staff	2016-05-14 15:09:49	Great new poll- thank you! https://t.co/ytzesbCZas
Trump	2016-07-27 02:02:24	No matter what Bill Clinton says and no matter how well he says it, the phony media will exclaim it to be incredible. Highly overrated!
Trump	2016-03-24 14:46:29	Hillary Clinton has been working on solving the terrorism problem for years. TIME FOR A CHANGE, I WILL SOLVE - AND FAST!
Trump	2016-07-06 13:12:43	Hillary Clinton should ask why the Democrat pols in Atlantic City made all the wrong moves - Convention Center, Airport - and destroyed City
Staff	2016-05-27 14:10:07	AN AMERICA FIRST ENERGY PLAN #MakeAmericaGreatAgain #Trump2016 https://t.co/kTi6e1zyNI https://t.co/WjI8Rx11no
Trump	2016-06-26 16:06:23	Crooked Hillary just took a major ad of me playing golf at Turnberry. Shows me hitting shot, but I never did = lie! Was there to support son
Trump	2016-05-18 00:37:13	"""@FrankDallasAgg: @megynkelly @realDonaldTrump Trump is a great man and is FIGHTING for We The People!"""
Trump	2016-07-24 22:07:49	Even though Bernie Sanders has lost his energy and his strength, I don't believe that his supporters will let Crooked Hillary off the hook!
Staff	2016-08-02 17:47:19	STATEMENT IN RESPONSE TO PRESIDENT OBAMA'S FAILED LEADERSHIP: https://t.co/SPgFIFuSO7
Staff	2016-03-02 05:06:00	Thank you Vermont! #Trump2016 #SuperTuesday
Trump	2016-07-28 04:00:23	"""@trumplican2016: @realDonaldTrump @DavidWohl stay the course mr trump your message is resonating with the PEOPLE"""
Staff	2016-04-01 02:21:02	#MakeAmericaGreatAgain #Trump2016 https://t.co/aANxirUJJD https://t.co/VlMynYN3sd
Staff	2016-04-12 16:10:23	THANK YOU California, Maryland, New York, and Pennsylvania! See you soon! #MakeAmericaGreatAgain #Trump2016 https://t.co/2lyqnMRIGq
Trump	2016-06-15 13:50:31	I will be meeting with the NRA, who has endorsed me, about not allowing people on the terrorist watch list, or the no fly list, to buy guns.
Staff	2016-06-15 21:25:14	Finally an accurate story from the Washington Post! https://t.co/0nNKEBSd73
Staff	2016-03-16 21:21:43	Thank you, Missouri! #Trump2016 https://t.co/iOzGtcBbia
Trump	2016-07-30 22:04:14	Crooked's stop in Johnstown, Pennsylvania, where jobs have been absolutely decimated by dumb politicians, drew less than 200 - with Bill, VP
Staff	2016-08-08 13:28:20	Join me in Fayetteville, North Carolina tomorrow evening at 6pm. Tickets now available at: https://t.co/Z80d4MYIg8
Trump	2016-06-02 16:48:50	With all of the Crooked Hillary Clinton's foreign policy experience, she has made so many mistakes - and I mean real monsters! No more HRC.
Trump	2016-03-16 13:34:19	"""@FoxBusiness: .@RepTomMarino: I think @realDonaldTrump can beat HillaryClinton. And I'm looking forward to Trump being president."
Staff	2016-07-21 03:49:38	Our next Vice President of the United States of America, Gov. @Mike_Pence! #GOPinCLE #GOPConvention #AmericaFirst https://t.co/TZT3XcKp1c
Trump	2016-01-01 06:08:06	"""@jallenaip: Hillary said she was in a ""Fog of War"" as explanation for the lies about Benghazi. No fog allowed in WH. Vote Trump POTUS!"""
Staff	2016-06-13 21:10:26	In my speech on protecting America I spoke about a temporary ban, which includes suspending immigration from nations tied to Islamic terror.
Trump	2016-08-07 01:53:45	I am not just running against Crooked Hillary Clinton, I am running against the very dishonest and totally biased media - but I will win!
Trump	2016-03-21 02:34:26	"""@BarronG510: @realDonaldTrump The media is corrupt! We The People are fighting with you."""
Staff	2016-07-25 21:33:49	While Bernie has totally given up on his fight for the people, we welcome all voters who want a better future for our workers.
Staff	2016-07-28 20:56:09	Median household income is down for the middle class since Obama took office. It will only go further down under Clinton.
Trump	2016-02-09 12:08:19	"I know the ""Governors"" and Jeb Bush, who has gone nasty with lies, is by far the weakest of the lot. His family used private eminent domain!"
Trump	2016-01-27 13:02:52	The statement put out yesterday by @FoxNews was a disgrace to good broadcasting and journalism. Who would ever say something so nasty &amp; dumb
Staff	2016-04-02 23:51:08	A GREAT DAY IN WISCONSIN! Thank you #Racine &amp; #Wausau! Just arrived in #EauClaire! #Trump2016 #WIPrimary #TrumpTrain https://t.co/a0iKqNepD5
Staff	2016-07-29 03:52:46	Hillary will never reform Wall Street. She is owned by Wall Street!
Trump	2015-12-20 05:25:13	"""@autumnandews08: @realDonaldTrump @jonkarl Hillary is so worried because she knows you will take her out! #TrumpRocksAmerica"""
Staff	2016-03-22 18:52:55	#VoteTrump video: https://t.co/NauXRQ2Q91 #AZPrimary #ArizonaPrimary #UtahCaucus #UTCaucus #AmericanSamoa https://t.co/bKruyYHFma
Staff	2016-04-11 22:07:39	A very interesting piece, by a very good writer, @KirstenPowers of @USATODAY and @FoxNews. https://t.co/gLuMitRitg
Staff	2016-02-16 23:15:53	Will be interviewed by @StephenAtHome tonight by phone- a late show first @CBS @colbertlateshow. Enjoy!  #Colbert #LSSC
Trump	2016-07-04 14:25:04	The only people who are not interested in being the V.P. pick are the people who have not been asked!
Trump	2016-02-21 11:52:51	The failing @WSJ Wall Street Journal should fire both its pollster and its Editorial Board. Seldom has a paper been so wrong.Totally biased!
Trump	2016-06-09 01:46:03	Bernie Sanders must really dislike Crooked Hillary after the way she played him. Many of his supporters, because of trade, will come to me.
Trump	2016-02-09 22:15:34	We will immediately repeal and replace ObamaCare - and nobody can do that like me. We will save $'s and have much better healthcare!
Staff	2016-08-03 22:10:11	Thank you to the amazing law enforcement officers today- in Daytona Beach, Florida! #LESM #MAGA https://t.co/QoxJf4Xzbc
